subject_subgraph,object_subgraph,count,subject_subgraph_label,object_subgraph_label
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q47521>,360,lake,stream
<http://www.wikidata.org/entity/Q23442>,<http://www.wikidata.org/entity/Q5>,358,island,human
<http://www.wikidata.org/entity/Q23442>,<http://www.wikidata.org/entity/Q23397>,356,island,lake
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q16970>,351,street,church building
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q79007>,343,business,street
<http://www.wikidata.org/entity/Q16521>,<http://www.wikidata.org/entity/Q4167410>,335,taxon,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q8502>,<http://www.wikidata.org/entity/Q486972>,334,mountain,human settlement
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q30612>,333,scholarly article,clinical trial
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q5>,329,village,human
<http://www.wikidata.org/entity/Q355304>,<http://www.wikidata.org/entity/Q23397>,327,watercourse,lake
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q486972>,326,architectural structure,human settlement
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q23397>,321,Wikimedia category,lake
<http://www.wikidata.org/entity/Q4164871>,<http://www.wikidata.org/entity/Q486972>,317,position,human settlement
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q5>,309,lake,human
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q4022>,308,street,river
<http://www.wikidata.org/entity/Q8054>,<http://www.wikidata.org/entity/Q16521>,297,protein,taxon
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q4830453>,288,architectural structure,business
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q5084>,286,building,hamlet
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q79007>,281,painting,street
<http://www.wikidata.org/entity/Q11266439>,<http://www.wikidata.org/entity/Q16521>,279,Wikimedia template,taxon
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q11424>,276,Wikimedia category,film
<http://www.wikidata.org/entity/Q16521>,<http://www.wikidata.org/entity/Q11266439>,276,taxon,Wikimedia template
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q4022>,275,painting,river
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q13433827>,272,human,encyclopedia article
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q4830453>,271,scholarly article,business
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q23397>,264,human,lake
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q13433827>,260,"version, edition, or translation",encyclopedia article
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q11173>,257,encyclopedia article,chemical compound
<http://www.wikidata.org/entity/Q11266439>,<http://www.wikidata.org/entity/Q27020041>,253,Wikimedia template,sports season
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q27020041>,251,Wikimedia list article,sports season
<http://www.wikidata.org/entity/Q17633526>,<http://www.wikidata.org/entity/Q47150325>,250,Wikinews article,calendar day of a given year
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q486972>,249,river,human settlement
<http://www.wikidata.org/entity/Q27020041>,<http://www.wikidata.org/entity/Q11266439>,247,sports season,Wikimedia template
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q41176>,242,house,building
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q482994>,240,"version, edition, or translation",album
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q23442>,240,village,island
<http://www.wikidata.org/entity/Q4164871>,<http://www.wikidata.org/entity/Q11266439>,236,position,Wikimedia template
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q532>,230,river,village
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q23442>,229,scholarly article,island
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q4167410>,226,painting,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q8502>,218,encyclopedia article,mountain
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q23397>,218,encyclopedia article,lake
<http://www.wikidata.org/entity/Q23442>,<http://www.wikidata.org/entity/Q4022>,218,island,river
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q3947>,217,building,house
<http://www.wikidata.org/entity/Q54050>,<http://www.wikidata.org/entity/Q4167836>,217,hill,Wikimedia category
<http://www.wikidata.org/entity/Q11060274>,<http://www.wikidata.org/entity/Q532>,217,print,village
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q41176>,216,painting,building
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q4167836>,214,film,Wikimedia category
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q4164871>,212,encyclopedia article,position
<http://www.wikidata.org/entity/Q54050>,<http://www.wikidata.org/entity/Q54050>,209,hill,hill
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q11173>,208,"version, edition, or translation",chemical compound
<http://www.wikidata.org/entity/Q8502>,<http://www.wikidata.org/entity/Q4167410>,208,mountain,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q16521>,206,Wikimedia disambiguation page,taxon
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q7725634>,206,church building,literary work
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q7725634>,205,painting,literary work
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q482994>,204,Wikimedia list article,album
<http://www.wikidata.org/entity/Q54050>,<http://www.wikidata.org/entity/Q8502>,204,hill,mountain
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q11424>,202,scholarly article,film
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q4830453>,202,Wikimedia disambiguation page,business
<http://www.wikidata.org/entity/Q11266439>,<http://www.wikidata.org/entity/Q4164871>,200,Wikimedia template,position
<http://www.wikidata.org/entity/Q23442>,<http://www.wikidata.org/entity/Q486972>,199,island,human settlement
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q23442>,199,lake,island
<http://www.wikidata.org/entity/Q11173>,<http://www.wikidata.org/entity/Q4167836>,195,chemical compound,Wikimedia category
<http://www.wikidata.org/entity/Q6999>,<http://www.wikidata.org/entity/Q16521>,195,astronomical object,taxon
<http://www.wikidata.org/entity/Q11266439>,<http://www.wikidata.org/entity/Q13406463>,191,Wikimedia template,Wikimedia list article
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q11173>,189,Wikimedia category,chemical compound
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q5>,189,river,human
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q23397>,188,village,lake
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q54050>,188,Wikimedia category,hill
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q16521>,185,human settlement,taxon
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q486972>,184,scholarly article,human settlement
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q4164871>,182,human settlement,position
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q11266439>,181,Wikimedia list article,Wikimedia template
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q532>,179,lake,village
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q7725634>,179,Wikimedia disambiguation page,literary work
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q11060274>,178,human,print
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q16521>,175,Wikimedia list article,taxon
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q5084>,175,house,hamlet
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q101352>,175,scholarly article,family name
<http://www.wikidata.org/entity/Q11060274>,<http://www.wikidata.org/entity/Q11060274>,173,print,print
<http://www.wikidata.org/entity/Q54050>,<http://www.wikidata.org/entity/Q532>,172,hill,village
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q4167836>,171,"version, edition, or translation",Wikimedia category
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q482994>,170,scholarly article,album
<http://www.wikidata.org/entity/Q54050>,<http://www.wikidata.org/entity/Q23442>,169,hill,island
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q486972>,167,Wikimedia disambiguation page,human settlement
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q3331189>,166,Wikimedia category,"version, edition, or translation"
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q486972>,162,film,human settlement
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q7725634>,162,encyclopedia article,literary work
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q3947>,162,human settlement,house
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q79007>,162,film,street
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q8502>,159,street,mountain
<http://www.wikidata.org/entity/Q101352>,<http://www.wikidata.org/entity/Q5>,158,family name,human
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q8502>,158,painting,mountain
<http://www.wikidata.org/entity/Q56436498>,<http://www.wikidata.org/entity/Q486972>,157,village in India,human settlement
<http://www.wikidata.org/entity/Q16521>,<http://www.wikidata.org/entity/Q23442>,157,taxon,island
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q16970>,157,scholarly article,church building
<http://www.wikidata.org/entity/Q355304>,<http://www.wikidata.org/entity/Q47521>,152,watercourse,stream
<http://www.wikidata.org/entity/Q5084>,<http://www.wikidata.org/entity/Q3947>,152,hamlet,house
<http://www.wikidata.org/entity/Q47521>,<http://www.wikidata.org/entity/Q355304>,151,stream,watercourse
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q4022>,150,scholarly article,river
<http://www.wikidata.org/entity/Q9842>,<http://www.wikidata.org/entity/Q79007>,150,primary school,street
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q54050>,149,human,hill
<http://www.wikidata.org/entity/Q27020041>,<http://www.wikidata.org/entity/Q13406463>,149,sports season,Wikimedia list article
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q4167410>,148,church building,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q11424>,147,"version, edition, or translation",film
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q5084>,144,village,hamlet
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q41176>,144,architectural structure,building
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q6999>,144,encyclopedia article,astronomical object
<http://www.wikidata.org/entity/Q6999>,<http://www.wikidata.org/entity/Q4830453>,143,astronomical object,business
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q4167836>,143,house,Wikimedia category
<http://www.wikidata.org/entity/Q8502>,<http://www.wikidata.org/entity/Q54050>,142,mountain,hill
<http://www.wikidata.org/entity/Q11060274>,<http://www.wikidata.org/entity/Q16970>,141,print,church building
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q4167410>,141,lake,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q23442>,141,street,island
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q3947>,141,architectural structure,house
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q4830453>,141,painting,business
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q13442814>,139,encyclopedia article,scholarly article
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q4167410>,139,"version, edition, or translation",Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q486972>,139,painting,human settlement
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q8502>,139,scholarly article,mountain
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q5084>,138,architectural structure,hamlet
<http://www.wikidata.org/entity/Q19389637>,<http://www.wikidata.org/entity/Q3331189>,134,biographical article,"version, edition, or translation"
<http://www.wikidata.org/entity/Q9842>,<http://www.wikidata.org/entity/Q41176>,134,primary school,building
<http://www.wikidata.org/entity/Q11173>,<http://www.wikidata.org/entity/Q13442814>,133,chemical compound,scholarly article
<http://www.wikidata.org/entity/Q23442>,<http://www.wikidata.org/entity/Q532>,133,island,village
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q13406463>,132,Wikimedia disambiguation page,Wikimedia list article
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q11266439>,132,business,Wikimedia template
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q23442>,130,building,island
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q23442>,130,painting,island
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q3331189>,128,painting,"version, edition, or translation"
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q79007>,128,literary work,street
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q4167410>,128,street,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q3947>,128,Wikimedia category,house
<http://www.wikidata.org/entity/Q21014462>,<http://www.wikidata.org/entity/Q4167410>,128,cell line,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q4164871>,<http://www.wikidata.org/entity/Q41176>,127,position,building
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q3331189>,127,Wikimedia disambiguation page,"version, edition, or translation"
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q27020041>,127,Wikimedia disambiguation page,sports season
<http://www.wikidata.org/entity/Q6999>,<http://www.wikidata.org/entity/Q4167410>,126,astronomical object,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q11266439>,<http://www.wikidata.org/entity/Q4167836>,125,Wikimedia template,Wikimedia category
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q3305213>,121,scholarly article,painting
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q532>,120,painting,village
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q8502>,120,human settlement,mountain
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q486972>,119,lake,human settlement
<http://www.wikidata.org/entity/Q2668072>,<http://www.wikidata.org/entity/Q3331189>,119,collection,"version, edition, or translation"
<http://www.wikidata.org/entity/Q23442>,<http://www.wikidata.org/entity/Q4167410>,118,island,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q11173>,118,business,chemical compound
<http://www.wikidata.org/entity/Q5084>,<http://www.wikidata.org/entity/Q486972>,116,hamlet,human settlement
<http://www.wikidata.org/entity/Q4022>,<http://www.wikidata.org/entity/Q23442>,116,river,island
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q532>,116,"version, edition, or translation",village
<http://www.wikidata.org/entity/Q11266439>,<http://www.wikidata.org/entity/Q4830453>,115,Wikimedia template,business
<http://www.wikidata.org/entity/Q5084>,<http://www.wikidata.org/entity/Q4022>,114,hamlet,river
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q2668072>,114,painting,collection
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q4164871>,113,painting,position
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q13442814>,113,Wikimedia disambiguation page,scholarly article
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q3305213>,113,literary work,painting
<http://www.wikidata.org/entity/Q8502>,<http://www.wikidata.org/entity/Q532>,112,mountain,village
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q16521>,109,literary work,taxon
<http://www.wikidata.org/entity/Q59199015>,<http://www.wikidata.org/entity/Q11173>,108,group of stereoisomers,chemical compound
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q23442>,107,film,island
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q101352>,107,encyclopedia article,family name
<http://www.wikidata.org/entity/Q8502>,<http://www.wikidata.org/entity/Q13406463>,107,mountain,Wikimedia list article
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q54050>,106,street,hill
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q47521>,105,Wikimedia category,stream
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q811979>,105,building,architectural structure
<http://www.wikidata.org/entity/Q27020041>,<http://www.wikidata.org/entity/Q4830453>,104,sports season,business
<http://www.wikidata.org/entity/Q16521>,<http://www.wikidata.org/entity/Q486972>,104,taxon,human settlement
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q41176>,103,street,building
<http://www.wikidata.org/entity/Q7187>,<http://www.wikidata.org/entity/Q16521>,103,gene,taxon
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q3331189>,102,Wikimedia list article,"version, edition, or translation"
<http://www.wikidata.org/entity/Q47521>,<http://www.wikidata.org/entity/Q4167836>,102,stream,Wikimedia category
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q4830453>,100,Wikimedia list article,business
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q23397>,100,painting,lake
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q4167410>,100,Wikimedia list article,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q5084>,99,street,hamlet
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q4830453>,98,street,business
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q532>,98,film,village
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q41176>,98,church building,building
<http://www.wikidata.org/entity/Q11060274>,<http://www.wikidata.org/entity/Q4022>,97,print,river
<http://www.wikidata.org/entity/Q355304>,<http://www.wikidata.org/entity/Q4167836>,96,watercourse,Wikimedia category
<http://www.wikidata.org/entity/Q8502>,<http://www.wikidata.org/entity/Q4022>,95,mountain,river
<http://www.wikidata.org/entity/Q11060274>,<http://www.wikidata.org/entity/Q7725634>,95,print,literary work
<http://www.wikidata.org/entity/Q482994>,<http://www.wikidata.org/entity/Q7725634>,95,album,literary work
<http://www.wikidata.org/entity/Q11173>,<http://www.wikidata.org/entity/Q5>,95,chemical compound,human
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q16521>,95,"version, edition, or translation",taxon
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q6999>,95,human,astronomical object
<http://www.wikidata.org/entity/Q54050>,<http://www.wikidata.org/entity/Q486972>,94,hill,human settlement
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q355304>,94,Wikimedia category,watercourse
<http://www.wikidata.org/entity/Q54050>,<http://www.wikidata.org/entity/Q5>,94,hill,human
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q3947>,93,painting,house
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q482994>,91,literary work,album
<http://www.wikidata.org/entity/Q486972>,<http://www.wikidata.org/entity/Q23397>,90,human settlement,lake
<http://www.wikidata.org/entity/Q27020041>,<http://www.wikidata.org/entity/Q486972>,89,sports season,human settlement
<http://www.wikidata.org/entity/Q16970>,<http://www.wikidata.org/entity/Q8502>,89,church building,mountain
<http://www.wikidata.org/entity/Q59199015>,<http://www.wikidata.org/entity/Q59199015>,88,group of stereoisomers,group of stereoisomers
<http://www.wikidata.org/entity/Q5084>,<http://www.wikidata.org/entity/Q5084>,87,hamlet,hamlet
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q16970>,87,building,church building
<http://www.wikidata.org/entity/Q355304>,<http://www.wikidata.org/entity/Q8502>,86,watercourse,mountain
<http://www.wikidata.org/entity/Q27020041>,<http://www.wikidata.org/entity/Q4167410>,86,sports season,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q13100073>,<http://www.wikidata.org/entity/Q13100073>,84,village-level division in China,village-level division in China
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q17633526>,83,"version, edition, or translation",Wikinews article
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q486972>,83,literary work,human settlement
<http://www.wikidata.org/entity/Q17633526>,<http://www.wikidata.org/entity/Q3331189>,83,Wikinews article,"version, edition, or translation"
<http://www.wikidata.org/entity/Q7187>,<http://www.wikidata.org/entity/Q4167410>,82,gene,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q23442>,80,literary work,island
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q23442>,80,business,island
<http://www.wikidata.org/entity/Q4167836>,<http://www.wikidata.org/entity/Q3305213>,80,Wikimedia category,painting
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q16970>,80,architectural structure,church building
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q23442>,79,architectural structure,island
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q13406463>,79,business,Wikimedia list article
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q532>,78,Wikimedia disambiguation page,village
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q7725634>,78,Wikimedia list article,literary work
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q4164871>,77,Wikimedia disambiguation page,position
<http://www.wikidata.org/entity/Q6999>,<http://www.wikidata.org/entity/Q8502>,77,astronomical object,mountain
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q11060274>,76,"version, edition, or translation",print
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q4164871>,76,scholarly article,position
<http://www.wikidata.org/entity/Q4164871>,<http://www.wikidata.org/entity/Q4167410>,76,position,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q482994>,<http://www.wikidata.org/entity/Q3331189>,76,album,"version, edition, or translation"
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q3947>,75,street,house
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q6999>,73,"version, edition, or translation",astronomical object
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q9842>,73,building,primary school
<http://www.wikidata.org/entity/Q11266439>,<http://www.wikidata.org/entity/Q7187>,72,Wikimedia template,gene
<http://www.wikidata.org/entity/Q3305213>,<http://www.wikidata.org/entity/Q811979>,71,painting,architectural structure
<http://www.wikidata.org/entity/Q2668072>,<http://www.wikidata.org/entity/Q4167836>,71,collection,Wikimedia category
<http://www.wikidata.org/entity/Q811979>,<http://www.wikidata.org/entity/Q4022>,70,architectural structure,river
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q532>,70,Wikimedia list article,village
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q3331189>,69,film,"version, edition, or translation"
<http://www.wikidata.org/entity/Q11266439>,<http://www.wikidata.org/entity/Q3331189>,68,Wikimedia template,"version, edition, or translation"
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q11266439>,68,"version, edition, or translation",Wikimedia template
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q13406463>,68,literary work,Wikimedia list article
<http://www.wikidata.org/entity/Q6999>,<http://www.wikidata.org/entity/Q4022>,67,astronomical object,river
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q811979>,67,business,architectural structure
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q16521>,67,film,taxon
<http://www.wikidata.org/entity/Q532>,<http://www.wikidata.org/entity/Q8502>,66,village,mountain
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q23397>,66,scholarly article,lake
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q23397>,66,street,lake
<http://www.wikidata.org/entity/Q16521>,<http://www.wikidata.org/entity/Q4022>,65,taxon,river
<http://www.wikidata.org/entity/Q101352>,<http://www.wikidata.org/entity/Q486972>,65,family name,human settlement
<http://www.wikidata.org/entity/Q4167410>,<http://www.wikidata.org/entity/Q8502>,65,Wikimedia disambiguation page,mountain
<http://www.wikidata.org/entity/Q5>,<http://www.wikidata.org/entity/Q355304>,64,human,watercourse
<http://www.wikidata.org/entity/Q11424>,<http://www.wikidata.org/entity/Q41176>,64,film,building
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q11424>,64,business,film
<http://www.wikidata.org/entity/Q13406463>,<http://www.wikidata.org/entity/Q486972>,64,Wikimedia list article,human settlement
<http://www.wikidata.org/entity/Q11060274>,<http://www.wikidata.org/entity/Q16521>,64,print,taxon
<http://www.wikidata.org/entity/Q23397>,<http://www.wikidata.org/entity/Q16521>,63,lake,taxon
<http://www.wikidata.org/entity/Q13442814>,<http://www.wikidata.org/entity/Q41176>,62,scholarly article,building
<http://www.wikidata.org/entity/Q7725634>,<http://www.wikidata.org/entity/Q532>,62,literary work,village
<http://www.wikidata.org/entity/Q2668072>,<http://www.wikidata.org/entity/Q13406463>,61,collection,Wikimedia list article
<http://www.wikidata.org/entity/Q4830453>,<http://www.wikidata.org/entity/Q16521>,61,business,taxon
<http://www.wikidata.org/entity/Q59199015>,<http://www.wikidata.org/entity/Q8054>,60,group of stereoisomers,protein
<http://www.wikidata.org/entity/Q41176>,<http://www.wikidata.org/entity/Q4167410>,60,building,Wikimedia disambiguation page
<http://www.wikidata.org/entity/Q13433827>,<http://www.wikidata.org/entity/Q5084>,60,encyclopedia article,hamlet
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q4830453>,59,house,business
<http://www.wikidata.org/entity/Q79007>,<http://www.wikidata.org/entity/Q6999>,59,street,astronomical object
<http://www.wikidata.org/entity/Q3947>,<http://www.wikidata.org/entity/Q23442>,59,house,island
<http://www.wikidata.org/entity/Q3331189>,<http://www.wikidata.org/entity/Q486972>,59,"version, edition, or translation",human settlement
<http://www.wikidata.org/entity/Q6999>,<http://www.wikidata.org/entity/Q486972>,58,astronomical object,human settlement
